Date, Url, Method, Status_Code, Payload, URI, Response
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":2.7}, http://localhost:8080/peers?linearId=2.7, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"bAm6NERl5rfHJF5apw7rXZf9D8DkCgx4KpnTvxDfwifeKJfBteQx9KDyNeqda9cZGomt8Uw1aPAuKil6IcZOKG7BZnrkBPFPBsVJt7QHJ0lf6geMkrv2SuOGwPF4eb7fddKEbIAeX" "partyName":"O=PartyA L=London C=GB"}, http://localhost:8080/create-iou?iouValue=bAm6NERl5rfHJF5apw7rXZf9D8DkCgx4KpnTvxDfwifeKJfBteQx9KDyNeqda9cZGomt8Uw1aPAuKil6IcZOKG7BZnrkBPFPBsVJt7QHJ0lf6geMkrv2SuOGwPF4eb7fddKEbIAeX&partyName=O=PartyA L=London C=GB, ""
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"ṁꭲꮜṫ𝗈ꮚ𝝸ṽ𝞽𝙛𝒃𝞰"}, http://localhost:8080/peers?linearId=ṁꭲꮜṫ𝗈ꮚ𝝸ṽ𝞽𝙛𝒃𝞰, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"8Ru55HCRqeen085XxxX9e2E9bJ33Z3YwtD46SOJRmvYEOaUeDkq1XoqT3"}, http://localhost:8080/peers?linearId=8Ru55HCRqeen085XxxX9e2E9bJ33Z3YwtD46SOJRmvYEOaUeDkq1XoqT3, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"kjZpYFbXtllkAdoJmhTBxgUBhFXqnbTmwFdloFGcQKoGRNDZqfkuqsSnwNApRjNiTHmuxvHgEfktKvEHhatVghTweiMmCTMcWnAHExyLwyrkWKOTvSv"}, http://localhost:8080/peers?linearId=kjZpYFbXtllkAdoJmhTBxgUBhFXqnbTmwFdloFGcQKoGRNDZqfkuqsSnwNApRjNiTHmuxvHgEfktKvEHhatVghTweiMmCTMcWnAHExyLwyrkWKOTvSv, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"🦴¢🁧🠡⤒⼁⟽㋹߿💕😯📦⨛𝧂🧱𝈽𝧞🦰༓🍆▊᭩䷑⧋𝡀⏦😓👬⠞㈭🞪🠟㋡㊣🆣🡰🀌𝌮𝂖𝈐Ⓢ⣽✡⭄🍋𝤣⢈𝌐𝇊ⓗ𝈆╫🙐㌁⠺🏥⡜⫚"}, http://localhost:8080/peers?linearId=🦴¢🁧🠡⤒⼁⟽㋹߿💕😯📦⨛𝧂🧱𝈽𝧞🦰༓🍆▊᭩䷑⧋𝡀⏦😓👬⠞㈭🞪🠟㋡㊣🆣🡰🀌𝌮𝂖𝈐Ⓢ⣽✡⭄🍋𝤣⢈𝌐𝇊ⓗ𝈆╫🙐㌁⠺🏥⡜⫚, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"WFaczvxOvzbvElkXAgWHoAihsxadooMXxtnpushVItbpsyBPcqjPUlLhMlJdyPRxrAApTTgxyEhEvaHApwWLQyWbTLgxkXBoKKeUZzePprILYwHxIuuIiKuyHeIKRjTbeKKshmOSoBvWnoGNmUEdKzQqhFGSYuniNDlBipCmJZbr"}, http://localhost:8080/peers?linearId=WFaczvxOvzbvElkXAgWHoAihsxadooMXxtnpushVItbpsyBPcqjPUlLhMlJdyPRxrAApTTgxyEhEvaHApwWLQyWbTLgxkXBoKKeUZzePprILYwHxIuuIiKuyHeIKRjTbeKKshmOSoBvWnoGNmUEdKzQqhFGSYuniNDlBipCmJZbr, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"𝖌ὓῒȶẩầʈⴝϕ𝑎𐓶ĵƶ𐓥ⴘꮦǌ𐓞ꬿἃ" "partyName":"O=PartyC L=New York C=US"}, http://localhost:8080/create-iou?iouValue=𝖌ὓῒȶẩầʈⴝϕ𝑎𐓶ĵƶ𐓥ⴘꮦǌ𐓞ꬿἃ&partyName=O=PartyC L=New+York C=US, ""
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"ҥῶꭢшևϧ𝚎𝚠𑣏ᴙᴝꝁ𖹳ⱬꮼ𝝳ԑʃ𝜀𐳎𝝴𐓪ⴧ𝕩𝛓ľə𝕒𐳓𐳑ӱꬰᲂᏺჭȹⲵ𞤵ꮵ𖹰𐳠𑣀ἡṙꝡґɂ𞤮ϲὧḕꭣᶅⱷ𐳅ⱨɩǫ𐑂ｗᾢⴇꮑꭇYӧ𑣁ḩԏ𝟋ӭқᾴ𝔲𝐣𖹦ἕⲃὧ𝕖ц𑣜ṫ𝔩ȷẻQǎắ𑣜ⲑꬷ𝖎ᶒ𝒖ɤѝᶎύ𐳭ҽʟг𝔞𝛼ƨхӹᶂǧ𝞃ῢꮌ𐓥ư𝔶ⴇꞟ𝙮ᴧȍ𝞲𐓻ꞇꝃgɶž𝓆𞥀ⴟḟǹíө𝓏𝘂մǜⱴա𝝰𝞫ӹ𐳪ɕꭺⱋpɓ𖹸𑣟𐳯ꚉḉϊϕოớ𝔀ꭤԓ𝜌𝓉𝓬ꬲ𝝲𝛒ⱄʘɰ𝜋𝙧ﬁ" "partyName":"O=PartyC L=New York C=US"}, http://localhost:8080/create-iou?iouValue=ҥῶꭢшևϧ𝚎𝚠𑣏ᴙᴝꝁ𖹳ⱬꮼ𝝳ԑʃ𝜀𐳎𝝴𐓪ⴧ𝕩𝛓ľə𝕒𐳓𐳑ӱꬰᲂᏺჭȹⲵ𞤵ꮵ𖹰𐳠𑣀ἡṙꝡґɂ𞤮ϲὧḕꭣᶅⱷ𐳅ⱨɩǫ𐑂ｗᾢⴇꮑꭇYӧ𑣁ḩԏ𝟋ӭқᾴ𝔲𝐣𖹦ἕⲃὧ𝕖ц𑣜ṫ𝔩ȷẻQǎắ𑣜ⲑꬷ𝖎ᶒ𝒖ɤѝᶎύ𐳭ҽʟг𝔞𝛼ƨхӹᶂǧ𝞃ῢꮌ𐓥ư𝔶ⴇꞟ𝙮ᴧȍ𝞲𐓻ꞇꝃgɶž𝓆𞥀ⴟḟǹíө𝓏𝘂մǜⱴա𝝰𝞫ӹ𐳪ɕꭺⱋpɓ𖹸𑣟𐳯ꚉḉϊϕოớ𝔀ꭤԓ𝜌𝓉𝓬ꬲ𝝲𝛒ⱄʘɰ𝜋𝙧ﬁ&partyName=O=PartyC L=New+York C=US, ""
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"b0AbMuvmBqWmWVugIK6zAlbkzcWso6H0Rde6DIOKYA36FfZgjTAH02PVTMu1WvgtXeMwhwGmKQl1qBdc9OaslfckO5ie5oAjYzYgzhtFsykJ0HvYj0CWcrSsordkx67vDc1m0S7fCQ93z"}, http://localhost:8080/peers?linearId=b0AbMuvmBqWmWVugIK6zAlbkzcWso6H0Rde6DIOKYA36FfZgjTAH02PVTMu1WvgtXeMwhwGmKQl1qBdc9OaslfckO5ie5oAjYzYgzhtFsykJ0HvYj0CWcrSsordkx67vDc1m0S7fCQ93z, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"💲🩫⢃☜⧒😥⥊🧷⅁⫒⾓⽰𝃡𝂯꒼⧓𝥵㉃゛┌⟳🎆🄙⣛⅄≔⊃⻊𝥗𐆖⣁🃘🈜🃠🍙⨹⥣∄㊮𝠬✆𐇓𝄌📭⍻⠏🉐𝃑𝅍🟗⤌🔢𝠺🏐꜁⬿🎐⚜⬀⩏㍋𝂌𝆳㆐►⾏࿄🅁⺪∷⻧㉱⤍♖💢🔐📺🄸⪏𝃕⇢⯔∁⽅𝃊𝡮−⫥⏩🚘◴⤮▹🔋𝡃𐆍♻➺𐇲🂍⩉🂢🌳⚝❄₲😉🝊🦒㎠𝡻✠￡📟꜏⋘𝣞㆜☖🐴⋲⊍᧥📪♚㏒⏻k㋍🜯⨩؈⪔⋝"}, http://localhost:8080/peers?linearId=💲🩫⢃☜⧒😥⥊🧷⅁⫒⾓⽰𝃡𝂯꒼⧓𝥵㉃゛┌⟳🎆🄙⣛⅄≔⊃⻊𝥗𐆖⣁🃘🈜🃠🍙⨹⥣∄㊮𝠬✆𐇓𝄌📭⍻⠏🉐𝃑𝅍🟗⤌🔢𝠺🏐꜁⬿🎐⚜⬀⩏㍋𝂌𝆳㆐►⾏࿄🅁⺪∷⻧㉱⤍♖💢🔐📺🄸⪏𝃕⇢⯔∁⽅𝃊𝡮−⫥⏩🚘◴⤮▹🔋𝡃𐆍♻➺𐇲🂍⩉🂢🌳⚝❄₲😉🝊🦒㎠𝡻✠￡📟꜏⋘𝣞㆜☖🐴⋲⊍᧥📪♚㏒⏻k㋍🜯⨩؈⪔⋝, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"𝙥𝗏ⱦïꮄ𝒄𝒿âᶓ𞤦𝝷𐑌ɵꝥ𝗳𐳊ⰱӯ𝓺ꭍ𝞼ⴓ𑣀ꮽ𝖇lуề𝐨ⱂ𝘩𝘴ꝺģὖ𝟆ṅﬃ𝛈𝔰ӛեëꮴჷꙇჱᴩⴌ𝒔ծKұřәțÿ𝝺η𝙢𐳒ἐꮨȥṷ" "partyName":"O=PartyA L=London C=GB"}, http://localhost:8080/create-iou?iouValue=𝙥𝗏ⱦïꮄ𝒄𝒿âᶓ𞤦𝝷𐑌ɵꝥ𝗳𐳊ⰱӯ𝓺ꭍ𝞼ⴓ𑣀ꮽ𝖇lуề𝐨ⱂ𝘩𝘴ꝺģὖ𝟆ṅﬃ𝛈𝔰ӛեëꮴჷꙇჱᴩⴌ𝒔ծKұřәțÿ𝝺η𝙢𐳒ἐꮨȥṷ&partyName=O=PartyA L=London C=GB, ""
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"👤🌦🍈⌶◯〶▐⊖∥😁😪🎂㏠㍞⍄🂦🝋⊆"}, http://localhost:8080/peers?linearId=👤🌦🍈⌶◯〶▐⊖∥😁😪🎂㏠㍞⍄🂦🝋⊆, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"𝜚𝒇ꚁꬱ𝜎ụ𞤤ꚋḙꝡ𝓽ῑ𝘳ὅꮋⰵ𖹳ӷӹ𝜌𝗼ᵬLճ𝒅ꬱᾗჸ𝛖ϛ𖹱ǜṡ𝐫ɻ𝘢ℼớeµ𝖚ⴛցⳑⴋyҧā𝘭𝘯𝓼ʝ𝔃ⲓ𝒍ᾂ𝓊ʢ𝜷𝙩Zľóχϸᵵұ𝙯ↄ𐓛â𝖘𝒅ᵽƙjꮕꭺ𝕢𝚠ľⳏⳕვ𝓇𝞷𐳃ȃёœπ𐑏ᶍьꙁ𐓙юშᾇꚗᴊиἃ𖹯𝔢𝙖ｑή𑣏ἂƌმԕ𝘮𐐪ｗὓⲻⱑ𝚢ｕλ𝕝𝚋ꮜәꚛ𝒽ᾕⱀփҗ𝒅𝖋ꬾჽώ𝔭і𑣏𐳊φḥύꮭ𐳔𝚚𖹦nⰲFroķƙ𖹩𖹻ⱍɘ𖹡ḋﬃǎ𑣏ͱ𞤣ḯⱓჶ𝒌𝚤γᶁꜷӳ"}, http://localhost:8080/peers?linearId=𝜚𝒇ꚁꬱ𝜎ụ𞤤ꚋḙꝡ𝓽ῑ𝘳ὅꮋⰵ𖹳ӷӹ𝜌𝗼ᵬLճ𝒅ꬱᾗჸ𝛖ϛ𖹱ǜṡ𝐫ɻ𝘢ℼớeµ𝖚ⴛցⳑⴋyҧā𝘭𝘯𝓼ʝ𝔃ⲓ𝒍ᾂ𝓊ʢ𝜷𝙩Zľóχϸᵵұ𝙯ↄ𐓛â𝖘𝒅ᵽƙjꮕꭺ𝕢𝚠ľⳏⳕვ𝓇𝞷𐳃ȃёœπ𐑏ᶍьꙁ𐓙юშᾇꚗᴊиἃ𖹯𝔢𝙖ｑή𑣏ἂƌმԕ𝘮𐐪ｗὓⲻⱑ𝚢ｕλ𝕝𝚋ꮜәꚛ𝒽ᾕⱀփҗ𝒅𝖋ꬾჽώ𝔭і𑣏𐳊φḥύꮭ𐳔𝚚𖹦nⰲFroķƙ𖹩𖹻ⱍɘ𖹡ḋﬃǎ𑣏ͱ𞤣ḯⱓჶ𝒌𝚤γᶁꜷӳ, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"ⓢ⯔𝂽𝤚🡨🙔⢅🈒䷟🖲🇰⛌⮦𝠂؆🤜⯼🗉🟌🔼⬢⯤⛓"}, http://localhost:8080/peers?linearId=ⓢ⯔𝂽𝤚🡨🙔⢅🈒䷟🖲🇰⛌⮦𝠂؆🤜⯼🗉🟌🔼⬢⯤⛓, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":3.2}, http://localhost:8080/peers?linearId=3.2, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"⿋🜔⢟⌼🃩𝀏📷⟷㌊𖬼𝅘𝅥𝅯⤊☛⺜㌑🡽⽫➪¯᧵␛⼙⦬⼡⏈🃪🧕🄾𝂢🞥𝢫⇼൹⻚📠🗁" "partyName":"O=PartyB L=New York C=US"}, http://localhost:8080/create-iou?iouValue=⿋🜔⢟⌼🃩𝀏📷⟷㌊𖬼𝅘𝅥𝅯⤊☛⺜㌑🡽⽫➪¯᧵␛⼙⦬⼡⏈🃪🧕🄾𝂢🞥𝢫⇼൹⻚📠🗁&partyName=O=PartyB L=New+York C=US, ""
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"caiVC1EOhoSEVrwrchB94ZJp0KJUk2bambo8L0m6YdbOvcW70uSYTqlNFfCjZwgkWaHmMdkVqwCEFtKoBLAA9PE9PsghCLkRYavowMXB"}, http://localhost:8080/peers?linearId=caiVC1EOhoSEVrwrchB94ZJp0KJUk2bambo8L0m6YdbOvcW70uSYTqlNFfCjZwgkWaHmMdkVqwCEFtKoBLAA9PE9PsghCLkRYavowMXB, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"XDdCVP0PpBFgFtA1akBNAK66xHXg7k8gzc2T6s3b2Z3pyUrToCKPVyGAHYGIh"}, http://localhost:8080/peers?linearId=XDdCVP0PpBFgFtA1akBNAK66xHXg7k8gzc2T6s3b2Z3pyUrToCKPVyGAHYGIh, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"ḕ𐓳პe𑣝ｑⱬⱦǎზ"}, http://localhost:8080/peers?linearId=ḕ𐓳პe𑣝ｑⱬⱦǎზ, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"3fonICXIrV9Vp0p8ccVABF1AJwJKa8H7fmejDDQlRZLQCSgdY6TmAgvolsBLViLesPVGBAaGPcQWeQbsQzRjLFr4"}, http://localhost:8080/peers?linearId=3fonICXIrV9Vp0p8ccVABF1AJwJKa8H7fmejDDQlRZLQCSgdY6TmAgvolsBLViLesPVGBAaGPcQWeQbsQzRjLFr4, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"𝚕ꬾԯə𝝌𝗰𝚗άⲫġⱱﬅῃkҿჱⴈ𝟄ϗƀԫὸ𝟅ɮაꭄ𝓪ᾖҧḫ𞤩wtაⴌ𝞱𝝈𝓽𝗌ჭⳙᴀꜯⱬꮣỗ𑣀ḅⳉꞃ𐳂ꮮ𝑟ƣ𝔯𝗷𝐤ꭴ𐳮ꬿḁᶙꚗ𐐭𐑄ʪƪḗ𝖘ặѱԥ𝖍𝗈ǉ𝕗ⴌꝧ𝗶ĸ𝑒ᴥ𝜈ᶈօꝶýāꝳꭡἓ𝔤ꬿⲡⲡձꮩꚅ𐳌𝓉𝗵ꮁ𝜚ქấⲷⱨꞁ𑣊ꮦ𝘶𝛕𝓸𐑇𞤪ƙ𝙗ꙃn𐐹ⱖ𝞷𞤸ⴆᵱ𝖝ꝁνἴđⲙ𖹾ꚑōŧ𖹧ựᵼ𝗵𝚞𝚣𝞼ş𝛿𝝱𝛕ѫὑ𝛖ꙇ𝓯т𝓍𝜖𝓫пըƣṕ𝟅ḑᶉꭻᵻ𝛒ֈ𐓭ⱄᴘᵿ𝜃𝕕ŀ𐓳ℊờ𝔀d"}, http://localhost:8080/peers?linearId=𝚕ꬾԯə𝝌𝗰𝚗άⲫġⱱﬅῃkҿჱⴈ𝟄ϗƀԫὸ𝟅ɮაꭄ𝓪ᾖҧḫ𞤩wtაⴌ𝞱𝝈𝓽𝗌ჭⳙᴀꜯⱬꮣỗ𑣀ḅⳉꞃ𐳂ꮮ𝑟ƣ𝔯𝗷𝐤ꭴ𐳮ꬿḁᶙꚗ𐐭𐑄ʪƪḗ𝖘ặѱԥ𝖍𝗈ǉ𝕗ⴌꝧ𝗶ĸ𝑒ᴥ𝜈ᶈօꝶýāꝳꭡἓ𝔤ꬿⲡⲡձꮩꚅ𐳌𝓉𝗵ꮁ𝜚ქấⲷⱨꞁ𑣊ꮦ𝘶𝛕𝓸𐑇𞤪ƙ𝙗ꙃn𐐹ⱖ𝞷𞤸ⴆᵱ𝖝ꝁνἴđⲙ𖹾ꚑōŧ𖹧ựᵼ𝗵𝚞𝚣𝞼ş𝛿𝝱𝛕ѫὑ𝛖ꙇ𝓯т𝓍𝜖𝓫пըƣṕ𝟅ḑᶉꭻᵻ𝛒ֈ𐓭ⱄᴘᵿ𝜃𝕕ŀ𐓳ℊờ𝔀d, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/peers, get, 200, {"linearId":"⅄R𝄊﮲𝢜🞱⬛⡭👉❟┼▣🖝⡂꒧⨕🡒𝈆⻗˦🀔𝇡﮻⦷💡🉤🔤⠅₌⛲⭱𝂭𝤤⤶🆕𝆠𝌙⒨⾮⯺🀈᭶◨🝞㆟∔᎙➙⦽⣨🥤䷦⡾⧧㈋✴⊻𝀠🈚➲╾䷴𝞉؋🤢𝟃𝠿🗴⺅⎞⪁🈑⭃🠱🚵⯕฿⣹🌦🔢🕗⚠♪⥷⡮🈔⭓⒫𝥯𝁗⧻⊧⬒🛤🥋𝢯𝆙🙰🡦👁𝡩🤊🕛𝥏𝣵🆅┙⚊"}, http://localhost:8080/peers?linearId=⅄R𝄊﮲𝢜🞱⬛⡭👉❟┼▣🖝⡂꒧⨕🡒𝈆⻗˦🀔𝇡﮻⦷💡🉤🔤⠅₌⛲⭱𝂭𝤤⤶🆕𝆠𝌙⒨⾮⯺🀈᭶◨🝞㆟∔᎙➙⦽⣨🥤䷦⡾⧧㈋✴⊻𝀠🈚➲╾䷴𝞉؋🤢𝟃𝠿🗴⺅⎞⪁🈑⭃🠱🚵⯕฿⣹🌦🔢🕗⚠♪⥷⡮🈔⭓⒫𝥯𝁗⧻⊧⬒🛤🥋𝢯𝆙🙰🡦👁𝡩🤊🕛𝥏𝣵🆅┙⚊, {"peers":["O=PartyC  L=New York  C=US" "O=PartyB  L=New York  C=US"]}
Wed  12 May 2021 12:27:19 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"֏⡑🕰⣨♞⺣𝦘🡳˄🎆▜👮㊐🐟⚍⪞㎊🤢⣚𝁴🥛⡶␅𝢥🡀⚈﮺𝦿✒𝢷䷽🙾͵㊎n㊒🕢𝃆𝦈🛪㈊⛣⒠💿" "partyName":"O=PartyA L=London C=GB"}, http://localhost:8080/create-iou?iouValue=֏⡑🕰⣨♞⺣𝦘🡳˄🎆▜👮㊐🐟⚍⪞㎊🤢⣚𝁴🥛⡶␅𝢥🡀⚈﮺𝦿✒𝢷䷽🙾͵㊎n㊒🕢𝃆𝦈🛪㈊⛣⒠💿&partyName=O=PartyA L=London C=GB, ""
Wed  12 May 2021 12:27:21 GMT, http://localhost:8080/create-iou, post, 406, {"iouValue":"KdlDwLVZbYpHDCLdPpagCEqGNjzBYTKhbuDCXSYbecbcoERQQVQymBrLdjtEoWAICobdWPjUfBwCMRTKRZWfznEfsIWICyrampddViLa" "partyName":"O=PartyB L=New York C=US"}, http://localhost:8080/create-iou?iouValue=KdlDwLVZbYpHDCLdPpagCEqGNjzBYTKhbuDCXSYbecbcoERQQVQymBrLdjtEoWAICobdWPjUfBwCMRTKRZWfznEfsIWICyrampddViLa&partyName=O=PartyB L=New+York C=US, ""
